# EXPERIMENT E1 -- first qualifying FVG at/after the displacement candle. Pooled foldSel=ALL.
# Source: p15/exec_arms/V53_EXEC_P15_E1_fvg_association.pine
#   sha256 686850a48eb9c2f8515acbbb5ccc4b6145a39eb91dacf7e2fcdd4e7ad1eec04d
#   derived from p15/executed/V53_EXECUTED_BUILD.pine (sha256 2dafbafd...), +7/-4 lines, 2 hunks.
#   Output layer byte-identical to the executed baseline (verified).
# Injected via pine_set_source (605 lines) + pine_smart_compile; pineVersion 139.0 -> 140.0.
# Pre-injection checks: C1 residue aA = 0; D1 residue = 0 (the qV BOS fallback is present, so the
#   frozen BOS reference rule is restored). All frozen inputs verified after compile, in_7 = 12.
#
# dispWait SCAN BOUND -- PRESERVED, NOT NORMALIZED.
#   E1's forward scan is bounded by the existing frozen dispWait = 12 chart bars measured from the
#   sweep bar. No new parameter is introduced and no compensation is applied. A state-4 sequence
#   now persists while scanning and is invalidated only once bar_index - swB > dispWait with no
#   qualifying gap. That this changes which displacement sequence is scanned within the 12-bar
#   bound is part of E1's mechanical consequence and is left intact.
#
# ASSERT column reports A21-A27,A32 verbatim. Pre-registered E1 expectation: A24 is evaluated only
# on the first scan bar, where it retains its original meaning, and must still read 0. All other
# assertions must read 0. No E1 diagnostic is expected to fire.
MNQ L 1m ALL | bars 19200 | cov 18644 | sw 952 | ch 829 | rt 762 | bos 33 | fvg 29 | fill 16 | W0 Ls13 TO3 | Rpre -16 | Rpost -16.366 | avg -1.0229 | med -1.0209 | mcL 16 | ddR 16.366 | ddU 2501.52 | usd -2501.52 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 4
MGC1!|L|3m|ALL|sw 2026-07-13 00:40|PD|swX 4076.3|ch 2026-07-13 01:06|chL 4085.4|rt 2026-07-13 01:09|bos 2026-07-13 01:30|bosL 4090.9|fvg 4088.7-4090.8|en 2026-07-13 01:50|enPx 4088.7|stop 4075.0374|LOSS|-1.022R|$-139.63|stop|7bars
MGC1!|L|3m|ALL|sw 2026-07-13 04:10|SW|swX 4060|ch 2026-07-13 04:57|chL 4065.5|rt 2026-07-13 05:00|bos 2026-07-13 05:06|bosL 4065.7|fvg 4070.4-4076.1|en 2026-07-13 05:20|enPx 4070.4|stop 4059.0571|LOSS|-1.026R|$-116.43|stop|8bars
MGC1!|L|3m|ALL|sw 2026-07-13 04:15|SW|swX 4057.8|ch 2026-07-13 04:57|chL 4065.5|rt 2026-07-13 05:00|bos 2026-07-13 05:06|bosL 4065.7|fvg 4070.4-4076.1|en 2026-07-13 05:20|enPx 4070.4|stop 4056.8116|LOSS|-1.022R|$-138.88|stop|8bars
MGC1!|L|3m|ALL|sw 2026-08-25 14:00|AS|swX 4668.7|ch 2026-08-25 14:24|chL 4682.8|rt 2026-08-25 14:27|bos 2026-08-25 14:30|bosL 4678.7|fvg 4688.6-4690.6|en 2026-08-25 14:50|enPx 4688.6|stop 4666.952|LOSS|-1.014R|$-219.48|timeout|144bars
MGC L 1m ALL | bars 19218 | cov 18645 | sw 884 | ch 738 | rt 664 | bos 12 | fvg 11 | fill 5 | W1 Ls3 TO1 | Rpre 1 | Rpost 0.7 | avg 0.14 | med -1.0345 | mcL 4 | ddR 4.258 | ddU 289.03 | usd 68.5 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 1
MGC1!|L|1m|ALL|sw 2026-06-26 12:20|SW|swX 4056.7|ch 2026-06-26 12:50|chL 4059.3|rt 2026-06-26 12:51|bos 2026-06-26 12:57|bosL 4061.2|fvg 4063-4068.5|en 2026-06-26 13:05|enPx 4063|stop 4055.7894|WIN|4.958R|$357.53|target|13bars
MGC1!|L|1m|ALL|sw 2026-07-10 20:00|AS|swX 4116.4|ch 2026-07-10 20:21|chL 4120.7|rt 2026-07-10 20:22|bos 2026-07-10 20:53|bosL 4121.1|fvg 4122.4-4126.2|en 2026-07-12 22:00|enPx 4122.4|stop 4115.8039|LOSS|-1.045R|$-68.96|stop|1bars
MGC1!|L|1m|ALL|sw 2026-08-04 10:45|SW|swX 4108.1|ch 2026-08-04 11:10|chL 4111.6|rt 2026-08-04 11:11|bos 2026-08-04 11:43|bosL 4120.7|fvg 4117.8-4119.6|en 2026-08-04 12:10|enPx 4117.8|stop 4107.3858|LOSS|-1.029R|$-107.14|timeout|144bars
MGC1!|L|1m|ALL|sw 2026-08-10 00:00|SW|swX 4391.4|ch 2026-08-10 00:50|chL 4395|rt 2026-08-10 00:51|bos 2026-08-10 01:01|bosL 4396.4|fvg 4392.5-4393.9|en 2026-08-10 01:05|enPx 4392.5|stop 4390.4924|LOSS|-1.149R|$-23.08|stop|1bars
MGC1!|L|1m|ALL|sw 2026-08-25 08:05|SW|swX 4676.4|ch 2026-08-25 08:21|chL 4686.6|rt 2026-08-25 08:22|bos 2026-08-25 08:24|bosL 4685.3|fvg 4684-4684.2|en 2026-08-25 08:45|enPx 4684|stop 4675.3148|LOSS|-1.035R|$-89.85|stop|55bars
